Month     Less0   Lo30    Med40   Hi30    Lo20    Qnt2    Qnt3    Qnt4    Hi20    Lo10    Dec2    Dec3    Dec4    Dec5    Dec6    Dec7    Dec8    Dec9    Hi10
196801    8.48   -6.19   -2.01   -1.07   -6.92   -2.26   -2.01   -2.43   -0.86   -8.59   -3.78   -3.31   -1.50   -0.34   -3.24   -3.26   -1.41   -1.72   -0.04
196802  -10.30   -3.18   -2.95   -3.47   -3.46   -2.67   -2.98   -2.88   -3.62   -3.47   -3.44   -2.16   -3.03   -2.28   -3.51   -2.59   -3.23   -3.73   -3.52
196803   -1.71    2.01   -0.82    0.48    2.81   -1.47   -0.12   -0.59    0.59    4.10    0.49   -0.97   -1.84    0.63   -0.70   -1.30    0.28    2.19   -0.91
196804   20.84   10.76    6.59   10.86   11.32    6.70    6.57    9.11   12.41   11.56   10.86    8.60    5.32    5.87    7.12    9.80    8.29   13.18   11.66
196805   14.49    2.66    1.11    4.28    3.11    1.00    0.60    3.06    5.18    4.47    0.55    0.89    1.08    1.03    0.27    3.31    2.76    4.79    5.56
196806    1.09    0.16    2.19    0.49   -0.53    2.35    2.29    2.47   -0.67   -0.99    0.37    2.93    1.91    2.00    2.51    2.42    2.52    0.56   -1.89
196807   -3.09   -5.38   -1.87    2.09   -5.98   -3.09   -1.84    0.16    3.43   -6.40   -5.59   -3.07   -3.10   -4.09   -0.48   -0.17    0.32    4.30    1.94
196808    3.32    1.34    1.49    2.27    1.01    1.87    1.73    2.21    1.93    1.89    0.23    2.57    1.15    2.63    1.20    1.15    2.74    2.01    1.80
196809    8.53    2.91    5.25    4.64    2.76    4.74    5.34    3.56    5.53    2.43    3.06    3.46    6.05    5.58    5.20    3.80    3.44    3.51    9.12
196810   -1.07   -1.43    1.88    2.71   -2.61    1.51    2.93    1.74    3.08   -1.16   -3.91    2.86    0.16    2.23    3.35    0.80    2.20    3.95    1.60
196811    5.90    6.72    4.21    6.61    7.09    5.67    2.76    6.10    7.23    7.43    6.76    5.45    5.89    6.81    0.37    6.80    5.76    6.32    8.83
196812    0.27   -4.57   -3.10   -3.33   -4.64   -4.18   -3.47   -2.96   -2.71   -4.48   -4.79   -4.32   -4.04   -3.78   -3.28   -0.47   -4.17   -3.43   -1.49
196901   -0.70   -2.04   -0.09   -0.23   -2.14   -0.90   -0.23    0.63   -0.92   -1.33   -2.91   -1.66   -0.11   -0.15   -0.28    0.42    0.74   -0.84   -1.06
196902  -10.69   -4.82   -4.97   -5.13   -4.52   -5.79   -4.64   -4.66   -5.60   -5.88   -3.22   -5.86   -5.72   -6.64   -3.39   -5.02   -4.47   -4.78   -6.99
196903    1.01    4.23    2.29    3.26    4.21    2.34    3.16    1.47    4.82    3.01    5.31    4.28    0.39    1.97    3.88    2.08    1.16    4.43    5.52
196904    1.51    3.43    1.11    1.65    3.86    2.21    0.28    3.24    0.04    3.84    3.89    1.89    2.54    1.11   -0.21    1.93    3.90   -0.37    0.77
196905    0.94   -0.18   -0.72    2.23   -0.30   -0.97    0.43   -0.45    3.51    0.56   -1.07    0.27   -2.25   -1.16    1.40   -2.38    0.50    4.14    2.39
196906  -15.26   -3.53   -7.48   -8.01   -2.59   -7.22   -7.65   -6.91   -8.80   -4.17   -1.16   -6.91   -7.54   -8.29   -7.26   -6.87   -6.93   -7.48  -11.19
196907  -13.10   -5.28   -6.72   -7.07   -5.17   -6.11   -6.85   -6.21   -7.46   -5.15   -5.18   -5.67   -6.70   -7.14   -6.60   -6.52   -5.98   -6.98   -8.55
196908    1.52    7.16    4.69    3.12    7.63    6.03    4.40    2.36    3.70    8.79    6.93    5.44    6.82    4.28    4.51    3.46    1.52    4.00    3.01
196909   -1.38    0.09   -3.40   -4.42   -0.10   -1.04   -3.62   -1.89   -5.60    0.81   -0.66    0.81   -3.45   -4.57   -2.78   -2.96   -1.06   -5.55   -5.73
196910   13.81    6.93    6.68    3.15    6.91    7.37    6.56    5.33    2.49    7.92    6.27    6.99    7.89    6.77    6.37    5.87    4.93    1.66    4.46
196911   -8.80   -2.34   -3.73   -3.84   -1.94   -3.44   -3.29   -4.44   -3.85   -1.77   -2.04   -3.85   -2.89   -2.85   -3.66   -5.23   -3.83   -2.90   -6.02
196912  -11.64    0.48   -2.38   -3.59    0.84   -1.47   -2.17   -2.64   -4.01   -0.18    1.50   -0.90   -2.23   -1.29   -2.95   -2.87   -2.46   -3.95   -4.18
197001    2.41   -7.87   -7.18   -7.58   -8.38   -6.21   -7.28   -7.14   -7.86   -9.60   -7.61   -5.93   -6.58   -7.51   -7.07   -7.54   -6.84   -7.45   -8.82
197002    1.29    3.89    6.61    7.24    3.64    5.02    6.97    7.24    7.23    4.55    3.07    4.85    5.26    7.42    6.57    7.17    7.29    7.34    6.96
197003   -1.60   -2.65    0.31    1.87   -3.16   -0.89    0.94    2.01    1.34   -5.74   -1.55   -0.77   -1.06    1.58    0.37    0.38    3.24    1.76    0.31
197004  -18.68  -11.66  -10.53   -7.81  -11.86  -11.52  -10.03   -8.77   -7.75  -13.73  -10.74  -10.94  -12.31  -12.00   -8.24   -9.90   -7.95   -7.44   -8.50
197005  -15.46   -8.50   -7.27   -2.69   -8.61   -8.80   -7.00   -5.27   -1.77   -9.76   -7.95   -8.09   -9.79   -9.52   -4.82   -5.62   -5.02   -1.09   -3.47
197006   -9.35   -5.94   -4.37   -4.92   -6.79   -3.79   -4.29   -3.60   -5.53   -6.98   -6.68   -2.93   -5.01   -4.03   -4.51   -4.00   -3.31   -5.42   -5.81
197007    2.83    5.04    8.98    9.16    4.39    7.32    9.28    9.69    8.91    1.74    9.83    7.80    6.61   10.56    8.06    9.74    9.63    9.35    7.88
197008    5.40    4.09    4.37    7.03    4.17    4.10    5.01    5.08    7.02    4.89    2.80    3.77    4.61    5.22    4.81    3.47    7.06    7.06    6.92
197009   15.76    7.59    2.42    2.22    8.42    4.75    2.30    1.67    2.14    8.96    7.38    4.15    5.64    2.36    2.25    1.06    2.39    0.94    5.02
197010  -10.85   -1.34   -2.94   -0.63   -1.03   -2.30   -2.80   -1.42   -1.61   -0.54   -1.99   -2.70   -1.73   -1.70   -3.89   -3.70    1.25   -0.68   -3.78
197011   -4.01    4.47    6.26    5.14    4.78    3.76    6.43    5.77    5.44    4.20    5.93    3.15    4.64    6.51    6.36    6.83    4.58    6.27    3.46
197012    3.15    5.33    7.67    5.87    4.71    7.71    8.20    5.78    6.81    4.36    5.39    8.11    7.13    7.52    8.89    7.26    4.09    6.12    8.49
197101   25.24    4.58    6.78    3.28    5.04    4.66    5.77    4.94    4.07    4.67    5.76    2.59    7.64    5.77    5.77    7.63    1.77    2.91    6.86
197102    5.24    2.53   -0.32    2.68    2.51    2.11    0.96    0.40    1.84    2.22    3.09    2.61    1.43    1.00    0.93   -2.75    4.33    1.24    3.22
197103    9.70    6.19    3.42    2.84    6.39    5.13    4.25    2.24    2.75    7.09    5.04    5.30    4.90    4.60    3.91    1.59    2.99    2.42    3.51
197104    3.53    3.33    2.78    4.84    3.80    2.83    2.06    2.35    6.22    3.11    5.16    1.19    5.12    2.37    1.74    2.50    2.18    6.78    4.95
197105   -9.30   -2.91   -4.09   -4.48   -2.76   -3.77   -3.73   -4.22   -4.84   -3.00   -2.31   -3.58   -4.02   -3.55   -3.92   -4.60   -3.78   -5.10   -4.25
197106   -7.60    0.99    0.77   -1.25    1.02    0.77    0.77   -0.41   -0.95    1.19    0.67    0.89    0.62    1.50    0.03    0.85   -1.84   -1.43    0.14
197107   -9.64   -4.53   -3.87   -3.76   -4.87   -3.47   -3.62   -3.48   -4.70   -4.25   -5.48   -3.44   -3.53   -2.58   -4.66   -4.72   -2.89   -4.07   -5.39
197108    7.25    5.78    3.78    1.88    5.93    4.92    3.81    0.34    5.10    6.08    5.77    5.32    4.22    3.46    4.17    3.26   -1.02    2.49    7.98
197109   -3.73    0.55   -1.10   -1.66    0.75   -0.15   -0.94   -1.35   -2.45    1.49   -0.01   -0.09   -0.26   -0.76   -1.12   -2.29   -0.90   -1.63   -3.30
197110   -6.23   -3.42   -4.25   -4.55   -3.32   -4.45   -3.39   -3.53   -6.13   -3.14   -3.51   -3.75   -5.70   -2.55   -4.23   -4.52   -3.06   -6.32   -5.93
197111   -2.21    0.88   -1.18   -0.51    1.01   -0.36   -0.75   -0.69   -0.67    1.30    0.71    0.47   -1.86   -1.69    0.22   -1.38   -0.37   -1.10   -0.21
197112   12.35    9.19    9.55    8.73    9.78    8.24    9.04    8.42    9.91    9.70    9.86    7.25   10.10    8.39    9.68   10.04    7.65   10.16    9.64
197201   16.32    2.70    1.97    2.84    3.09    1.65    1.85    1.49    4.58    2.47    3.73    1.40    2.12    1.85    1.85    2.06    1.21    3.86    5.34
197202    1.55    4.57    2.20    1.29    5.44    1.90    1.97    1.02    2.27    7.48    3.34    1.59    2.47    1.78    2.17    2.42    0.34    2.22    2.32
197203   -2.80    2.46    0.68   -2.32    2.25    3.16    0.43   -2.57   -1.40    2.26    2.25    3.20    3.08    1.30   -0.44   -1.27   -3.23   -1.85   -0.95
197204    3.50    1.07    0.41   -0.61    1.31    0.05    0.31   -0.06   -0.45    1.14    1.50    0.22   -0.25   -0.74    1.36    1.33   -0.77   -0.33   -0.56
197205   -0.59    2.80   -0.59    1.73    3.67   -0.45   -0.44    1.71    0.50    4.08    3.22   -0.27   -0.76   -0.23   -0.64   -0.72    2.97    1.28   -0.31
197206   -6.52   -1.18   -2.53   -3.36   -1.20   -1.30   -2.75   -2.87   -3.93   -0.02   -2.49   -1.11   -1.64   -2.71   -2.78   -3.02   -2.79   -4.46   -3.39
197207   -0.68    0.73   -1.67   -1.05    1.23   -1.24   -2.11   -1.29   -1.06    1.48    0.93   -1.46   -0.96   -2.81   -1.32   -1.62   -1.01   -0.71   -2.09
197208    0.34    0.24    5.68    7.60   -0.11    3.49    5.66    5.77    8.17   -1.33    1.27    1.88    5.54    5.68    5.64    5.91    5.65    8.30    7.78
197209   -4.15   -0.01   -2.72   -0.22    0.20   -1.43   -3.30   -2.19    0.30    0.78   -0.45   -0.96   -2.00   -3.54   -3.04   -2.38   -2.03    1.20   -2.35
197210   -0.30    0.47    1.35    1.41    0.36    1.15    1.45    1.71    1.18    1.96   -1.45    0.97    1.37    1.53    1.35    1.12    2.21    1.10    1.44
197211    0.96    1.84    6.82    8.50    1.31    4.53    7.42    9.12    8.10    0.94    1.74    4.28    4.83    7.78    7.01    8.16    9.93    7.47   10.02
197212   -4.01    3.07   -1.12   -0.11    3.30    0.46   -0.96   -1.35    0.30    4.71    1.68    2.00   -1.42   -0.65   -1.31   -1.10   -1.57    0.61   -0.62
197301   -2.92   -2.20   -5.35   -0.50   -1.45   -5.49   -6.26   -4.61    0.93   -3.58    1.10   -5.59   -5.36   -5.81   -6.77   -3.37   -5.65    1.84   -1.79
197302   -7.76   -3.23   -4.35   -5.14   -2.76   -5.07   -3.56   -4.23   -5.71   -2.99   -2.48   -5.46   -4.57   -2.50   -4.79   -5.73   -2.95   -5.82   -5.37
197303   -2.59   -1.14   -0.94    0.68   -1.10   -1.05   -1.84   -0.62    1.33   -0.89   -1.34   -1.31   -0.73   -2.75   -0.78    0.74   -1.76    2.23   -1.43
197304   -4.02   -6.58   -4.44   -1.41   -6.28   -6.98   -4.26   -3.98   -0.59   -6.51   -6.01   -8.03   -5.67   -4.09   -4.47   -3.25   -4.60    0.14   -2.90
197305   -8.13   -0.75   -2.55   -3.30   -0.52   -2.61   -2.68   -1.50   -3.67    0.73   -1.93   -1.90   -3.48   -2.85   -2.49   -1.15   -1.82   -3.46   -4.37
197306   -5.42   -0.63   -2.13   -0.39   -0.59   -1.00   -3.11   -1.65    0.02   -1.00   -0.12   -0.84   -1.20   -3.02   -3.21   -1.22   -2.03    0.47   -1.45
197307   10.07    7.25    3.78    3.31    6.78    8.50    3.26    3.07    2.84    7.24    6.16   10.65    6.59    7.43    1.11    1.92    4.60    1.86    6.05
197308   -5.69   -3.52   -2.64   -2.94   -3.42   -2.58   -3.23   -2.82   -3.09   -4.00   -2.65   -4.22   -1.08   -1.80   -4.00   -3.05   -2.51   -3.07   -3.16
197309    9.33    1.99    9.19    9.08    0.77   10.63    8.79    8.75    8.96    2.30   -1.24   10.46   10.78    9.57    8.36    8.25    9.40    8.21   11.32
197310    2.66   -0.02    0.12   -1.51    0.21   -0.32   -0.05   -0.24   -1.95   -1.30    2.26   -1.46    0.68    0.93   -0.60   -0.17   -0.33   -2.80    0.65
197311  -22.01  -12.24  -12.97  -10.83  -11.90  -14.27  -12.07  -11.93  -11.26  -13.04  -10.39  -14.48  -14.09  -13.25  -11.39  -13.67   -9.70  -10.21  -14.39
197312   -5.60   -1.78    4.52    4.74   -2.02    1.79    4.58    5.01    4.92   -1.57   -2.59   -0.19    3.50    3.26    5.33    5.59    4.29    5.01    4.66
197401   17.71   -1.08    0.11    3.26   -1.64    0.74   -0.86    2.88    3.65   -1.71   -1.54    2.61   -0.81    1.25   -2.04    3.38    2.26    2.94    5.88
197402    3.16   -1.19    0.79    2.16   -1.59    0.71    0.93    1.27    2.45   -1.75   -1.39    1.32    0.18    3.63   -0.60    1.15    1.41    2.47    2.38
197403   -3.11   -1.76   -2.73   -2.57   -1.87   -2.51   -2.63   -1.83   -2.84   -1.62   -2.20   -1.08   -3.76   -2.35   -2.80   -1.80   -1.86   -3.34   -1.35
197404   -5.74   -3.81   -5.55   -4.66   -3.67   -4.79   -5.69   -6.32   -3.82   -2.91   -4.67   -4.60   -4.95   -6.54   -5.19   -5.90   -6.85   -4.57   -1.57
197405   -8.88   -2.16   -5.96   -3.41   -1.69   -5.20   -6.53   -5.25   -2.79    0.25   -4.24   -5.05   -5.34   -7.10   -6.20   -5.40   -5.07   -2.22   -4.46
197406   -2.12   -2.29   -2.21   -1.07   -2.21   -1.94   -2.40   -2.99   -0.36   -2.37   -2.00   -2.79   -1.18   -0.99   -3.22   -2.96   -3.02   -0.14   -0.99
197407   -9.08  -10.00   -2.78   -6.39  -11.21   -1.83   -5.31   -4.52   -4.12  -13.58   -7.19   -3.84    0.67   -3.27   -6.40   -1.32   -8.15   -4.01   -4.22
