Month     Less0   Lo30  Med40   Hi30   Lo20   Qnt2   Qnt3   Qnt4   Hi20   Lo10   Dec2   Dec3   Dec4   Dec5   Dec6   Dec7   Dec8   Dec9   Hi10
196209   -4.10   -5.11   -4.74   -4.76   -5.41   -4.61   -4.28   -5.35   -4.91   -7.04   -2.76   -4.11   -4.94   -4.62   -4.06   -6.08   -4.53   -3.57   -6.41
196210   -4.27    0.47    0.53   -0.14    0.67    0.56    0.22   -0.51    0.14    0.01    1.71   -0.20    1.07    0.39    0.11   -0.44   -0.59   -0.88    1.33
196211   13.39   11.38   10.13   13.96   11.48    9.51   11.30   12.18   14.92   13.23    8.79   11.05    8.47    9.96   12.14   11.98   12.41   14.15   15.79
196212    5.95    1.42    1.68    0.24    1.11    2.29    1.94   -0.81    0.10    0.97    1.35    2.44    2.20    1.45    2.25   -1.96    0.45    0.72   -0.59
196301    3.00    5.00    4.47    7.73    5.33    4.24    3.98    7.70    7.38    4.48    6.68    3.95    4.45    3.79    4.09    7.13    8.32    7.26    7.51
196302    1.82   -2.79   -1.80   -0.78   -3.28   -1.59   -1.81   -1.43   -0.38   -3.67   -2.67   -1.16   -1.87   -1.99   -1.70   -1.42   -1.43   -0.16   -0.64
196303    1.80    3.35    3.24    4.66    3.46    2.65    4.05    4.13    4.28    2.52    4.91    3.02    2.40    3.50    4.39    3.05    5.29    4.23    4.34
196304    9.54    4.91    4.48    5.59    4.76    4.07    5.55    4.53    6.58    5.23    4.05    5.41    3.15    4.86    5.97    5.07    3.97    5.81    7.45
196305    0.32    2.31    1.21    4.01    3.04   -0.07    1.85    3.29    4.66    2.40    4.04   -0.07   -0.06    2.97    1.18    3.66    2.91    2.33    7.28
196306   -0.65   -2.32   -1.47   -0.68   -3.00   -0.99   -1.10   -2.30    0.09   -3.19   -2.71   -0.05   -1.65   -1.78   -0.69   -2.57   -2.00    0.43   -0.27
196307    2.93   -0.05    0.36   -1.50    0.00    0.19    0.13   -0.89   -1.33   -0.69    0.88   -0.17    0.73    0.49   -0.41   -0.13   -1.74   -0.45   -3.34
196308    6.13    5.38    4.67    7.04    5.73    4.28    5.05    7.19    6.07    5.95    5.45    4.60    3.79    4.80    5.44    6.16    8.34    5.41    7.62
196309   -4.46   -1.10   -1.63   -1.84   -1.57   -0.91   -1.19   -0.69   -2.94   -1.05   -2.23   -0.03   -2.26   -1.36   -0.93   -0.98   -0.38   -3.00   -2.82
196310    6.05    3.80    1.30    2.21    4.77    1.63    0.77    2.62    1.07    3.56    6.33    1.64    1.62    0.31    1.47    1.66    3.68    1.27    0.62
196311   -4.37   -0.31   -1.41    0.36   -1.30    0.66   -1.20   -1.34    1.09    0.01   -2.93    1.96   -1.35   -1.89   -0.17   -2.07   -0.56    1.20    0.82
196312   -3.14    2.02    2.83    1.59    2.32    2.12    1.91    2.15    2.32    2.50    2.08    1.35    3.35    2.69    0.77    3.56    0.64    1.80    3.53
196401    7.78    2.64    2.68    2.96    2.75    2.93    1.85    2.55    2.49    3.32    2.02    2.39    3.79    2.18    1.36    1.63    3.57    2.34    2.85
196402    1.47    1.42    1.72    4.43    1.86    0.67    1.70    4.08    4.35    2.21    1.38    0.45    1.02    1.86    1.47    3.65    4.54    3.62    6.00
196403    7.31    0.91    3.11    3.46    1.18    0.99    4.21    4.68    1.54    1.20    1.15    0.32    2.03    4.33    4.03    3.50    5.93    1.20    2.27
196404    7.08    0.38    0.95   -0.84   -0.04    1.29    0.86   -1.17    0.79   -1.62    2.07    1.35    1.21    0.60    1.26    0.45   -2.84    1.18   -0.06
196405    2.19    1.52    1.17    3.68    1.95    0.53    1.20    3.46    3.35    2.15    1.70    0.55    0.51    1.46    0.81    2.85    4.11    2.97    4.17
196406   -6.83    1.67    1.29    2.35    0.98    2.71    0.71    1.67    2.31    0.63    1.44    3.23    1.91    0.57    0.92    0.98    2.40    1.90    3.22
196407   -7.17    1.90    2.35    2.31    2.47    1.04    3.38    2.02    1.87    2.18    3.23    0.45    1.77    2.18    4.57    1.34    2.77    1.41    2.73
196408   -8.62   -1.23   -0.82   -1.28   -1.29   -1.37    0.13   -0.60   -2.21   -1.33   -1.18   -1.09   -1.71    0.99   -0.71   -0.86   -0.32   -1.93   -2.73
196409    6.32    2.37    3.51    5.12    3.09    1.45    4.28    4.31    5.41    3.39    2.33    0.48    2.66    4.51    4.05    3.82    4.83    4.88    6.42
196410   -3.93    0.31    1.75    1.52    0.42    1.13    0.74    1.04    3.33   -0.42    2.63   -0.01    2.51    0.61    0.87    2.32   -0.33    2.92    4.08
196411   -4.67    0.48    0.86   -2.88    1.01   -0.08    0.88   -0.99   -3.08    0.55    2.19   -0.95    0.96    1.24    0.52    0.55   -2.67   -3.09   -3.05
196412  -12.01    1.11   -0.33   -1.93    0.81    1.14   -1.00   -1.31   -1.28    1.40   -0.66    1.92    0.23    0.35   -2.35   -0.15   -2.61   -0.88   -2.01
196501   18.00    4.02    3.05    5.04    4.88    1.79    3.82    4.33    5.44    5.84    2.46    1.67    1.92    3.16    4.51    4.09    4.61    4.68    6.86
196502   13.70    0.65    0.31    1.14    0.37    0.42    1.40    0.85    0.93    0.49    0.05    1.43   -0.77    1.62    1.18    0.40    1.36   -0.37    3.34
196503   -2.44   -1.11   -1.45    0.63   -1.21   -1.45   -1.14   -0.02    0.94   -1.06   -1.62   -0.81   -2.21   -1.35   -0.92   -0.30    0.30    0.36    1.98
196504   15.16    3.80    2.62    3.40    4.38    2.08    2.98    2.88    4.53    5.31    1.93    2.20    1.94    2.16    3.80    3.48    2.19    5.59    2.66
196505    2.00   -0.27   -0.01   -2.04   -0.72    0.75   -0.53   -0.56   -2.60   -0.81   -0.46    1.01    0.42   -0.98   -0.08    0.19   -1.43   -2.63   -2.54
196506   -2.27   -4.70   -5.23   -5.62   -4.71   -4.24   -6.17   -5.44   -7.18   -5.20   -3.37   -4.68   -3.70   -6.80   -5.54   -6.73   -3.92   -6.70   -8.06
196507    6.22    1.36    1.71    4.16    1.61    0.52    2.30    3.56    5.04    1.97    0.78    0.45    0.56    1.96    2.66    4.35    2.26    4.23    6.56
196508   27.43    3.03    2.95    3.14    3.44    1.86    4.16    2.38    3.44    3.63    2.98    1.54    2.09    4.34    3.99    2.33    2.47    3.03    4.18
196509    3.44    3.80    2.33    3.68    3.90    2.61    2.29    3.74    3.50    3.85    4.01    3.41    2.05    2.86    1.70    3.53    4.08    3.18    4.06
196510    1.99    2.92    2.12    5.83    3.26    0.93    3.36    4.73    6.22    3.70    2.23    1.62    0.43    2.64    4.12    4.58    4.97    5.93    6.72
196511   67.32    0.09    0.17    1.02    0.04   -0.90    2.03    0.99    1.26    0.09   -0.10    0.30   -1.76    2.15    1.90    1.31    0.48   -0.12    3.73
196512  -11.18    0.93    1.06    4.29    1.11    0.21    1.69    3.02    4.19    0.98    1.41    0.23    0.19    0.43    2.99    2.10    4.54    4.11    4.32
196601   -4.58   -0.08    1.50    4.98   -0.14    0.01    2.55    4.15    5.02   -0.04   -0.38    0.15   -0.09    0.83    4.27    3.70    4.87    2.85    8.77
196602   -2.55   -1.45   -0.53    0.48   -0.96   -1.83   -0.60   -0.13    0.97   -0.76   -1.43   -3.36   -0.69   -0.89   -0.31    0.18   -0.61   -0.04    2.59
196603   12.84   -1.51   -2.68   -3.48   -1.36   -3.10   -1.59   -2.48   -3.77   -0.97   -2.29   -2.10   -3.82   -2.52   -0.70   -2.26   -2.82   -2.07   -6.43
196604    1.91    2.51    2.03    2.70    2.35    2.12    1.92    4.07    2.42    2.29    2.50    3.15    1.37    1.85    1.98    4.52    3.35    2.04    3.04
196605  -12.78   -4.37   -5.42   -8.05   -4.41   -4.39   -5.60   -7.83   -8.08   -4.31   -4.68   -4.21   -4.53   -6.47   -4.78   -7.75   -7.98   -6.65  -10.38
196606    1.62   -1.93   -0.06   -0.14   -1.85   -1.24   -0.20    1.23   -0.38   -1.48   -2.77   -2.27   -0.47   -0.27   -0.12    1.74    0.40   -0.34   -0.44
196607   -4.87   -1.63   -0.67   -1.09   -1.62   -1.49   -0.82    0.08   -1.54   -2.17   -0.77   -1.64   -1.28   -0.11   -1.42    0.45   -0.46   -0.52   -2.40
196608   -7.56   -7.77   -6.82   -8.03   -7.56   -8.65   -6.22   -7.02   -8.83   -7.10   -8.27   -8.69   -8.60   -7.58   -5.07   -7.07   -6.93   -8.28   -9.31
196609    2.86   -1.02    0.10   -0.68   -1.31    0.48    0.19   -0.43   -1.33   -2.69    0.84    0.28    0.76   -0.23    0.55   -0.84    0.19   -1.26   -1.40
196610   -4.12    3.01    6.74    4.19    2.41    4.93    7.90    5.24    3.77    2.56    2.18    5.61    3.96    7.24    8.45    5.58    4.75    4.52    3.13
196611    7.43    3.85   -0.66    0.01    4.30    2.12   -1.65   -0.16    0.16    7.69   -0.80    1.95    2.37   -1.56   -1.74   -0.14   -0.20   -0.30    0.57
196612  -11.79   -0.25    1.49    0.12   -0.32    0.74    1.43    0.80    0.34   -1.20    1.12    0.07    1.69    0.48    2.22    1.45   -0.18    0.79   -0.04
196701   27.89    8.25    7.04   13.41    8.35    7.90    6.34    9.73   14.72    7.92    9.05    7.82    8.02    4.89    7.52    8.44   11.70   13.72   15.60
196702   10.33    2.12   -0.12   -0.13    2.42    0.69   -0.42   -0.01    0.08    3.76    0.28    0.83    0.50   -0.83   -0.09    0.27   -0.41   -0.60    0.66
196703   10.10    4.33    3.97    5.15    4.49    3.57    3.68    5.20    5.43    4.54    4.41    3.65    3.46    3.43    3.88    5.48    4.78    6.31    4.67
196704    6.04    5.97    1.96    3.18    6.79    3.02    0.92    3.76    2.41    7.44    5.71    2.36    3.93    0.92    0.92    3.46    4.21    2.14    2.65
196705   -1.14   -4.88   -3.34   -2.44   -5.17   -3.22   -3.55   -2.84   -2.61   -5.48   -4.63   -3.56   -2.75   -2.86   -4.08   -3.27   -2.21   -3.72   -1.66
196706   26.21    1.72    2.58    5.22    1.93    1.57    2.33    4.38    4.67    3.13   -0.10    0.78    2.66    1.60    2.90    3.31    5.96    4.74    4.61
196707   11.94    4.99    3.80    8.06    4.58    5.60    2.93    6.83    8.28    4.55    4.63    6.11    4.71    1.20    6.34    6.42    7.56    9.57    6.85
196708   -5.44   -0.74   -0.77    0.99   -0.69   -0.91   -1.20    0.73    1.74   -1.01   -0.14   -0.87   -1.00   -1.30   -1.00    1.58   -0.77    2.24    1.17
196709   -0.07    3.92    2.91    2.06    3.95    3.09    3.29    3.33    1.29    5.18    1.88    3.85    1.76    3.85    2.24    3.00    3.91    1.83    0.69
196710   -3.38   -1.47   -3.63   -4.97   -0.79   -4.01   -2.95   -4.11   -5.33    1.39   -4.58   -3.31   -5.28   -1.97   -4.87   -4.10   -4.13   -4.61   -6.14
196711   -1.76    1.10    0.38   -0.38    1.54    0.39    0.20   -0.36   -0.30    1.67    1.30   -0.11    1.32    0.48   -0.36   -0.25   -0.55   -1.23    0.77
196712   16.76    2.49    3.61    5.24    2.34    3.37    2.96    5.77    4.88    1.70    3.53    2.89    4.24    2.73    3.45    5.60    6.07    4.97    4.79
196801    6.32   -5.99   -1.05   -0.07   -6.33   -4.66    0.15   -0.63   -0.72   -8.58   -2.20   -5.05   -3.95    0.03    0.39   -1.80    1.45   -1.03   -0.38
196802   -8.25   -3.49   -2.37   -3.84   -3.52   -2.67   -2.45   -3.94   -3.49   -3.66   -3.29   -3.38   -1.40   -2.14   -3.06   -3.55   -4.62   -3.72   -3.23
196803   -6.47    1.72   -0.75    0.12    2.70   -1.18   -0.53   -0.87    0.79    3.68    1.01   -0.97   -1.53   -0.13   -1.34   -0.54   -1.43    1.14    0.39
196804   15.05   10.50    6.18   12.39   11.33    8.01    4.70   11.25   12.47   12.25    9.70    8.12    7.80    3.69    6.79   10.70   12.20   11.26   13.90
196805    6.13    2.76    0.91    6.16    2.93    2.29    0.40    2.79    6.34    4.00    1.00    2.27    2.32   -0.40    2.01    1.07    5.75    5.70    7.08
196806    2.30   -0.03    3.37    0.21   -0.18    1.18    3.90    2.61   -1.01   -1.18    1.69    0.42    2.54    3.44    4.80    2.30    3.11   -0.83   -1.21
196807   -7.54   -4.63   -0.07    0.40   -5.41   -1.77    0.56    0.37    0.25   -5.70   -4.88   -1.99   -1.48   -2.43    2.54    0.14    0.51    2.18   -1.60
196808   -0.89    1.39    1.58    2.74    1.36    1.18    2.03    1.83    3.63    1.30    1.46    1.51    0.78    1.59    2.31    1.44    2.07    4.78    2.52
196809    8.41    3.64    4.51    5.01    2.93    5.64    3.02    4.85    7.31    1.82    4.89    5.96    5.24    3.52    2.71    7.45    3.31    6.99    7.61
196810   -5.42   -0.62    1.71    2.95   -1.50    1.81    2.03    3.11    1.42   -3.10    1.23    2.22    1.28    2.48    1.75    1.44    4.14    0.42    2.34
196811    5.24    5.74    5.80    5.64    6.54    4.31    6.19    5.46    5.49    7.51    4.96    3.27    5.67    5.38    6.71    4.98    5.76    8.40    2.87
196812   -0.90   -4.38   -3.08   -3.09   -4.68   -3.96   -3.01   -2.82   -2.27   -4.57   -4.86   -3.45   -4.61   -2.09   -3.59   -1.33   -3.70   -2.64   -1.92
196901   -1.50   -1.82    0.03    0.31   -2.17   -0.45    0.41   -0.38    0.94   -2.86   -1.02   -0.70   -0.14    0.08    0.63   -0.71   -0.17   -0.71    2.49
196902  -11.01   -4.53   -5.57   -5.38   -4.59   -4.53   -5.25   -5.34   -7.01   -4.40   -4.89   -4.35   -4.77   -6.20   -4.65   -7.36   -4.13   -6.90   -7.11
196903   -2.78    3.83    2.49    2.90    4.14    2.12    3.29    1.95    4.26    4.08    4.25    2.85    1.18    2.82    3.58    2.08    1.88    7.00    1.73
196904   -1.82    3.02    0.52    2.67    3.44    1.21    0.78    2.30    1.21    3.59    3.19    1.69    0.58    1.21    0.50   -0.22    3.78    2.63   -0.17
196905    1.39   -0.19    0.71    0.79   -0.44    0.26    1.02    1.35   -0.23   -0.23   -0.79    0.62   -0.23    1.32    0.83    1.05    1.53    0.35   -0.83
196906  -17.60   -4.15   -8.19   -7.42   -3.14   -7.61   -7.90   -7.40   -9.06   -1.65   -5.64   -7.46   -7.81   -6.61   -8.72   -9.42   -6.26   -9.79   -8.27
196907  -11.29   -5.40   -7.72   -6.14   -5.21   -6.89   -6.71   -7.67   -6.15   -4.42   -7.39   -5.91   -8.83   -6.41   -7.11   -8.69   -6.13   -5.97   -6.55
196908    6.19    6.74    4.46    2.74    7.38    5.14    4.19    4.13    2.30    7.27    7.68    5.02    5.37    3.15    5.58    4.45    3.66    2.50    1.83
196909   -0.25   -0.56   -3.43   -4.55   -0.33   -2.06   -2.45   -4.89   -4.27   -0.35   -0.26   -1.21   -3.81   -1.16   -4.15   -4.74   -5.12   -4.36   -4.05
196910   11.54    6.67    4.86    4.13    6.87    5.96    5.66    3.42    4.32    7.00    6.51    6.10    5.67    5.57    5.77    3.21    3.74    4.40    4.12
196911  -10.63   -2.44   -3.96   -3.83   -1.95   -4.00   -3.86   -4.64   -2.89   -1.44   -3.43   -3.81   -4.39   -3.43   -4.45   -3.89   -5.75   -1.68   -5.76
196912   -8.02   -0.29   -2.11   -4.58    0.22   -2.18   -2.06   -2.26   -5.26    1.33   -3.00   -1.75   -3.11   -1.92   -2.25   -1.67   -3.14   -5.36   -5.00
197001   -9.80   -7.91   -8.23   -5.33   -8.33   -7.21   -7.79   -8.45   -4.14   -8.77   -7.00   -6.66   -8.40   -6.69   -9.28   -8.86   -7.82   -4.61   -3.00
197002    2.93    3.54    7.48    7.87    3.59    4.73    8.04    7.06    7.83    3.13    4.97    3.39    7.68    8.39    7.56    6.46    7.97    7.78    7.96
197003    1.66   -2.20    1.26    1.01   -2.93   -0.47    2.10    0.72    1.49   -3.10   -2.45   -0.08   -1.28    3.41    0.23    1.20   -0.02    1.66    1.08
197004  -16.35  -11.43   -9.90   -7.86  -12.37  -10.08   -9.71   -7.80   -8.52  -11.78  -14.12   -8.77  -12.86   -9.45  -10.09   -8.72   -6.40   -8.65   -8.22
197005  -12.99   -8.20   -4.65   -4.57   -8.68   -6.97   -6.24   -2.02   -4.96   -8.20  -10.14   -6.89   -7.15   -6.87   -5.31   -0.87   -3.74   -4.22   -6.78
197006   -9.81   -5.68   -3.53   -6.69   -6.27   -4.39   -4.05   -2.64   -8.18   -7.09   -3.72   -4.11   -5.04   -4.37   -3.58   -2.06   -3.53   -8.05   -8.51
197007    8.57    5.24    9.59    7.71    4.72    8.28    8.69   10.15    7.26    2.48    9.09    7.93    8.49    8.54    8.88   11.26    8.13    9.85    5.03
197008    6.67    4.23    5.40    5.98    4.27    6.02    4.54    5.07    6.39    4.65    3.58    4.00    7.24    4.88    4.14    4.78    5.61    6.77    6.04
197009    9.62    7.98    0.95    4.61    8.20    2.90    2.07    1.24    6.28    8.76    7.17    6.87    0.57    1.21    3.11    0.23    3.10    5.43    7.06
197010    0.63   -1.12   -1.94   -3.04   -0.87   -2.04   -4.09   -0.62   -4.55   -0.44   -1.67   -2.42   -1.81   -4.04   -4.16   -0.06   -1.63   -4.23   -4.84
197011    0.84    4.79    5.43    5.77    4.78    5.47    4.96    6.01    4.52    4.36    5.57    4.87    5.84    5.09    4.82    5.53    6.91    4.59    4.46
197012    6.14    5.53    6.89    6.34    5.02    6.95    8.16    5.86    7.76    4.59    5.84    8.20    6.19    7.69    8.73    6.29    5.08    6.58    8.85
197101   11.19    5.12    4.44    6.30    4.61    5.62    4.92    4.24    8.28    4.26    5.27    7.68    4.34    5.35    4.41    4.09    4.50    9.02    7.62
197102    3.97    2.55    0.55    2.03    2.64    1.25    0.94    0.93    1.52    2.48    2.91    2.10    0.71    1.66    0.09    0.07    2.51    1.13    1.87
197103    7.42    6.16    3.22    2.43    6.25    4.08    4.81    1.86    3.12    6.85    5.16    5.70    3.04    5.10    4.47    1.90    1.79    3.25    3.01
197104    7.88    3.94    2.70    4.88    3.60    4.97    1.37    2.75    6.74    3.05    4.61    5.66    4.51    1.97    0.63    2.53    3.13    5.40    7.94
197105   -6.47   -2.85   -4.33   -4.64   -2.59   -4.11   -4.31   -4.75   -4.08   -2.97   -1.90   -4.08   -4.13   -4.18   -4.47   -4.51   -5.19   -3.98   -4.16
197106    3.84    1.11   -0.24   -0.43    1.16   -0.41   -0.03    0.58   -1.79    1.45    0.62    0.88   -1.28   -0.41    0.45    0.41    0.87   -2.93   -0.71
197107   -5.97   -4.31   -3.59   -5.13   -4.17   -4.17   -3.61   -3.84   -5.98   -4.94   -3.04   -5.08   -3.24   -2.75   -4.52   -3.83   -3.87   -5.26   -6.71
197108    1.72    5.49    1.40    8.09    5.52    4.69   -0.35    2.79   10.74    4.74    6.65    5.30    4.10   -0.24   -0.47    2.21    4.25    9.15   12.37
197109   -1.18    0.41   -1.18   -2.42    0.53   -0.88   -1.11   -1.23   -2.89    0.98   -0.12   -0.26   -1.50   -0.21   -2.08   -1.04   -1.71   -1.65   -4.13
197110  -11.96   -3.96   -3.56   -4.93   -3.69   -4.99   -3.45   -3.41   -5.24   -3.08   -4.55   -5.45   -4.52   -3.47   -3.43   -2.99   -4.45   -4.23   -6.27
197111   -4.98    0.72   -0.56   -1.95    0.86   -0.06   -0.72   -0.84   -2.41    1.15    0.42   -0.04   -0.08   -1.04   -0.37   -0.68   -1.25   -1.79   -3.07
197112    8.48    9.21    8.68   10.22    9.06    9.74    9.18    7.78   11.00    9.82    7.93   10.07    9.40    8.47    9.96    7.30    9.02   10.69   11.34
197201    8.45    2.95    0.92    6.53    3.07    1.71    0.43    2.13    8.48    4.26    1.28    2.30    1.10    0.75    0.08    1.59    3.53    7.59    9.41
197202    8.10    4.50    1.21    1.49    4.76    2.51    1.36    0.82    1.15    5.13    4.19    2.99    2.01    0.97    1.78    0.33    2.04    0.51    1.82
197203   -3.23    2.18   -1.22    0.46    2.43    0.77   -2.16   -1.08    1.01    2.09    2.94    0.73    0.80   -1.61   -2.75   -1.34   -0.43    1.36    0.64
197204    1.42    0.71    0.21    0.94    0.75    0.80   -0.17    0.47    0.65    0.96    0.41    0.50    1.10   -0.27   -0.06    0.08    1.42    1.19    0.09
197205    2.48    2.78    0.66   -1.70    3.21   -0.94    1.84    0.33   -1.86    4.20    1.69    0.20   -2.12    1.13    2.61    1.07   -1.45   -1.32   -2.43
197206   -2.22   -1.12   -2.77   -5.49   -1.01   -2.81   -2.72   -2.81   -5.86   -0.02   -2.58   -1.84   -3.84   -3.02   -2.40   -1.96   -4.91   -5.86   -5.85
197207   -7.17    0.32   -1.35   -1.24    0.86   -2.02   -0.86   -1.15   -2.07    1.73   -1.49   -2.02   -2.02   -1.50   -0.37   -1.76   -0.77   -2.04   -2.11
197208   13.42    1.33    6.53    6.63    0.58    5.12    5.95    7.73    5.55    0.00    2.23    4.69    5.82    5.52    6.27    8.54    7.23    6.07    4.97
197209   -7.22   -0.58   -1.25   -0.27   -0.11   -2.18   -1.54    0.86   -3.71    0.48   -1.74   -2.59   -1.51   -1.77   -1.36   -0.35    1.62   -3.50   -3.95
197210   -2.02    0.38    2.00    1.27    0.57    0.53    1.78    2.10   -0.04    0.51    0.76   -0.48    2.14    0.19    2.99    2.32    1.96    0.67   -0.84
197211    5.03    2.98    6.44    9.26    2.06    6.49    6.77    7.68   10.99    1.14    4.65    7.07    5.60    7.27    6.40    6.55    8.38    9.59   12.56
197212   -3.38    2.51   -0.79   -0.80    3.29   -0.51   -0.76   -0.43   -2.90    3.62    2.38   -0.83    0.00   -1.98    0.14   -1.61    0.29   -2.69   -3.12
197301   -9.63   -2.80   -2.48   -1.71   -2.27   -4.85   -2.69   -0.34   -4.19   -1.11   -5.47   -5.13   -4.41   -5.81   -0.42   -0.12   -0.46   -3.94   -4.45
197302   -3.59   -3.26   -5.20   -4.99   -3.02   -4.51   -5.26   -5.50   -3.95   -2.32   -5.02   -4.36   -4.74   -5.52   -5.08   -5.51   -5.50   -4.17   -3.71
197303   -9.72   -1.41    0.19    0.93   -1.23   -1.85    0.49    0.99    0.67   -1.25   -1.17   -2.26   -1.22   -1.61    1.93    0.89    1.05   -0.82    2.31
197304   -2.02   -6.26   -2.82   -1.84   -6.50   -4.67   -2.65   -1.33   -3.85   -6.40   -6.80   -5.14   -3.94   -4.52   -1.41   -2.13   -0.85   -3.17   -4.59
197305  -11.42   -1.19   -2.56   -3.79   -0.64   -3.07   -1.90   -3.32   -6.12    0.09   -2.81   -3.73   -2.07   -2.25   -1.68   -4.42   -2.68   -5.77   -6.50
197306    6.42   -1.03   -0.59   -1.07   -0.84   -1.16   -0.41   -0.82   -2.52   -0.27   -2.61   -1.93   -0.01   -2.14    0.69   -1.54   -0.40   -2.32   -2.74
197307    2.98    6.96    2.86    5.88    6.98    7.13    1.69    2.78    6.91    5.73   10.75    6.86    7.55    2.13    1.05    1.60    4.80    7.07    6.70
197308   -4.39   -3.41   -3.13   -1.57   -3.52   -2.63   -3.62   -2.76   -0.64   -3.72   -2.94   -2.87   -2.27   -3.32   -4.05   -2.87   -2.57   -0.85   -0.36
197309   28.96    2.69    9.12    8.90    1.45    8.92    9.21    8.68    9.10   -0.75    7.71    8.55    9.48    8.72    9.91    8.68    8.67    8.69    9.66
197310  -11.69   -0.40   -0.17    0.09   -0.16   -0.57    0.48   -2.19    2.16    0.00   -0.59   -1.44    0.75    0.85   -0.06   -2.18   -2.19    0.53    4.36
197311  -16.22  -13.06  -10.73  -11.99  -12.36  -14.64  -12.06   -8.47  -12.50  -11.66  -14.23  -16.17  -12.37  -11.16  -13.37   -6.71  -11.40  -13.99  -10.55
197312   11.86   -1.47    4.77    4.41   -1.96    0.90    6.28    3.84    6.61   -2.58   -0.27    0.86    0.95    5.62    7.26    4.93    1.92    5.25    8.32
197401   -1.28   -0.65   -0.18    6.24   -1.48    1.96   -0.81    3.02    5.33   -1.58   -1.19    3.14    0.29   -1.79    0.63    0.64    7.32    5.06    5.67
197402   -0.22   -1.01    1.22    2.08   -1.41    1.31   -0.28    2.33    3.34   -1.69   -0.66    0.74    2.13   -0.34   -0.20    3.35    0.60    3.80    2.79
197403   -4.19   -1.69   -3.27   -2.19   -1.59   -3.02   -2.60   -2.96   -2.67   -1.60   -1.56   -2.12   -4.28   -2.72   -2.41   -3.74   -1.61   -2.58   -2.77
197404   -8.54   -3.74   -5.89   -4.16   -3.58   -5.16   -5.14   -6.05   -3.93   -3.04   -5.02   -4.42   -6.23   -5.10   -5.20   -7.00   -4.43   -6.01   -1.37
197405  -14.36   -1.87   -5.36   -6.28   -1.23   -5.28   -5.77   -4.26   -7.61   -0.40   -3.48   -4.69   -6.15   -5.17   -6.63   -4.00   -4.69   -7.33   -7.95
197406  -10.99   -2.14   -1.79   -2.23   -1.75   -2.86   -2.07   -2.74   -0.30   -1.77   -1.67   -3.97   -1.20   -2.36   -1.66   -1.70   -4.46   -1.10    0.65
197407    0.51   -9.32   -4.39   -2.82  -10.64   -4.21   -3.53   -3.23   -2.88  -11.94   -6.89   -2.64   -6.00   -4.52   -1.07   -3.66   -2.74   -3.50   -1.74
